id,date,class4,partlybad,CO2168.mean,CO2168.std,CO2336.mean,CO2336.std,CO242.mean,CO242.std,CO2504.mean,CO2504.std,Glob.mean,Glob.std,H2O168.mean,H2O168.std,H2O336.mean,H2O336.std,H2O42.mean,H2O42.std,H2O504.mean,H2O504.std,H2O672.mean,H2O672.std,H2O84.mean,H2O84.std,NET.mean,NET.std,NO168.mean,NO168.std,NO336.mean,NO336.std,NO42.mean,NO42.std,NO504.mean,NO504.std,NO672.mean,NO672.std,NO84.mean,NO84.std,NOx168.mean,NOx168.std,NOx336.mean,NOx336.std,NOx42.mean,NOx42.std,NOx504.mean,NOx504.std,NOx672.mean,NOx672.std,NOx84.mean,NOx84.std,O3168.mean,O3168.std,O342.mean,O342.std,O3504.mean,O3504.std,O3672.mean,O3672.std,O384.mean,O384.std,Pamb0.mean,Pamb0.std,PAR.mean,PAR.std,PTG.mean,PTG.std,RGlob.mean,RGlob.std,RHIRGA168.mean,RHIRGA168.std,RHIRGA336.mean,RHIRGA336.std,RHIRGA42.mean,RHIRGA42.std,RHIRGA504.mean,RHIRGA504.std,RHIRGA672.mean,RHIRGA672.std,RHIRGA84.mean,RHIRGA84.std,RPAR.mean,RPAR.std,SO2168.mean,SO2168.std,SWS.mean,SWS.std,T168.mean,T168.std,T42.mean,T42.std,T504.mean,T504.std,T672.mean,T672.std,T84.mean,T84.std,UV_A.mean,UV_A.std,UV_B.mean,UV_B.std,CS.mean,CS.std
423,2006-07-01,Ib,False,366.63030769230795,3.18125370924253,366.826923076923,2.7349865280262704,370.08774358974404,7.51327567557679,366.44912371134,2.2326704554982,412.19975192472197,274.936011840707,8.86866666666667,1.39465040761123,8.69205128205129,1.4052122771127298,9.124611398963731,1.4410463426775602,8.618556701030931,1.38989878461828,8.590309278350519,1.34567736558399,8.97641025641026,1.4279259834904798,297.672211703959,258.435096202167,0.0124615384615385,0.0573746262723251,0.013948717948718001,0.0660934782868871,0.0503076923076923,0.0786149935353596,0.0232474226804123,0.0646334472721081,0.0175897435897436,0.0648379096936281,0.007435897435897441,0.0497373487368483,0.753384615384616,0.30663761944517,0.738666666666667,0.307640281750174,0.8225641025641021,0.32212661553601896,0.724896907216495,0.282179231784497,0.71923076923077,0.27657500814579805,0.747128205128205,0.285741861325519,32.3025641025641,6.26132907976385,30.3640512820513,7.6264298640703,33.4648453608247,5.700708366746941,33.9149230769231,5.50051556807822,31.528307692307703,6.963305198415529,1010.80092386655,1.1106328421778,817.980393498717,548.149131320714,8.55431993156888e-05,0.0171863139859807,49.9076817792986,28.7821085386894,44.8470769230769,15.0105024459416,44.4532820512821,14.4965814490416,46.953678756476705,17.4106044206426,44.157938144329904,13.9138803055358,44.2567010309278,13.3216950890219,45.5401025641025,16.5147936489614,27.3565953806673,17.3326685683426,0.209692307692308,0.116042596570716,920.1923076923081,0.665625227178942,18.1084345594525,2.82755776366934,18.0591787852866,3.3671602771294302,17.7679811804962,2.60426320588682,17.622035928143802,2.49403160072611,18.2287938408896,3.17883529536063,22.541204448246397,15.9965832449875,1.12449375534645,0.985256936008272,0.00429832478632479,0.0010628130189547199
76,2005-02-21,nonevent,False,391.776292134831,0.6210170946675129,391.699411764706,0.600427135544397,392.64643678160894,5.14795239877242,391.65772727272696,0.612533324962926,87.0555749128919,51.94496984383839,2.9356179775280897,0.11144663476484301,2.9021176470588195,0.108672663992191,2.9764367816092,0.12058941497277001,2.89443181818182,0.101492969628505,2.9251724137931,0.0966516409341747,2.9640909090909098,0.11627984836073801,23.7372996515679,27.9589051932723,0.0352941176470588,0.0393887114315167,0.0494117647058823,0.0427888110718348,0.02125,0.0291833285741477,0.0476470588235294,0.038491786748068996,0.046875,0.0394493345951488,0.0325,0.0339607616718667,1.96647058823529,0.19335657399189302,1.9852941176470602,0.191543651913174,1.92875,0.211214740647206,1.98058823529412,0.21706769071637802,1.99625,0.20264500980779201,1.93125,0.20076105199963504,31.368020833333397,0.6331668438831729,31.0409473684211,0.5972740802911851,31.5561458333333,0.5770767891832379,31.6268421052632,0.548093917945765,31.095833333333303,0.6088291898850949,1001.5600174216,0.712546131296163,183.20127177700297,107.06038508431,-0.0038850174216027798,0.00491399169694065,22.0201219512195,13.492622164156401,88.1352808988764,2.75682132911324,88.882,3.0538978995625197,87.57264367816092,2.48986898869414,89.7888636363636,2.94553604661035,92.5911494252873,2.47224143910468,87.7194318181818,2.55811638585379,34.1568292682927,20.235089355815,1.73770833333333,0.5170370630442299,921.578947368421,10.339197467280801,-8.12369337979096,0.789897346849534,-7.88940766550522,0.82766329181514,-8.54790940766551,0.7396361202527509,-8.814529616724741,0.713216814948169,-7.95891986062719,0.8257666915173609,5.85528571428572,3.15075871334323,0.175437804878049,0.11314946801047901,0.0049253403508771896,0.000247166449020298
178,2009-10-12,nonevent,False,385.172142857143,1.9803062608085702,385.431326530612,2.25374768653163,385.356632653061,2.23451138314331,385.368775510204,1.9454929491170099,57.2584516129031,41.08414130467379,4.8480612244898,0.16412000992023199,4.82948979591837,0.161566892399233,4.909795918367349,0.16837598814923302,4.81836734693878,0.163937968388921,4.794444444444441,0.165339614758885,4.87826530612245,0.16964502362774403,30.062806451612897,39.2353676689485,0.0868932038834951,0.0937145135579287,0.10339805825242698,0.0907328917386163,0.0667307692307692,0.071427093764722,0.0982524271844661,0.0952851981639806,0.101730769230769,0.104606913837965,0.0808737864077669,0.0767872895440551,1.22776699029126,0.516268534849982,1.1847572815533998,0.5457982904366021,1.19596153846154,0.504658914382349,1.22174757281553,0.515069816673402,1.2366346153846202,0.505792870950852,1.1892233009708701,0.509222185260565,21.8704854368932,1.73695833912177,21.0655769230769,1.92433210045988,22.3080582524272,1.66601382797526,22.5063461538462,1.61388637711504,21.3602912621359,1.78353606487977,990.7492096774199,1.1933359066133,121.473495145631,87.2718852867754,-1.61290322580645e-05,0.00040160966445124905,7.087564516129071,4.65840824777511,73.1015306122449,5.05817646780594,74.0389795918367,5.1584450805513,73.5370408163266,5.1167542082049104,74.4955102040816,5.22936536380296,75.41717171717171,5.34277483519568,73.1426530612245,5.04263463109538,4.20687096774195,2.6599323207581,0.25262135922330103,0.28910599577700397,901.1428571428571,2.39482601406254,1.06808064516129,0.733215213440711,1.18503225806452,0.7712041853913709,0.7204193548387091,0.701859854385682,0.484854838709677,0.69311976102748,1.14733870967742,0.760917213797653,4.01530967741936,2.7227086640647102,0.154589032258065,0.12150902388037199,0.00137641774193548,0.000157413133499388
31,2003-08-09,Ib,False,362.326121212121,5.90642442577688,362.844879518072,5.70699366147033,363.60421686747003,7.4275123484257195,362.963072289157,5.51366255280987,319.344683417086,257.753180744055,8.97090909090909,0.9335598130875021,8.81722891566265,0.9681839460250491,9.221927710843381,0.903945503628667,8.71234939759036,0.957661241222087,8.64753012048193,0.934956448019543,9.10006024096385,0.916551175306155,206.81067079463298,227.527165576493,-0.00290909090909091,0.0340734175377977,-0.000783132530120483,0.0351100600942914,-0.00475903614457831,0.0310171371445063,-0.00445783132530121,0.0319754834890617,-0.00734939759036145,0.0320448298614149,-0.004638554216867471,0.0323548800359307,0.20945454545454503,0.0926523435361969,0.21385542168674695,0.0944884963375126,0.21162650602409602,0.086278648061699,0.203795180722892,0.0961283559888478,0.20439759036144603,0.0919515603386039,0.21512048192771102,0.0870439662630136,32.2361212121212,4.21975588646021,30.8489759036144,4.85825653096129,33.1960843373494,3.9722396970759397,33.545963855421704,3.6738144620701703,31.4778313253012,4.483596648306991,995.899869346734,0.540848021638109,618.437929648243,501.15871220347,-0.00201207243460765,0.007836178596468759,44.2203618090451,31.432722256279202,58.626303030303,15.376924794220901,58.02126506024101,15.1187067416971,59.4841566265061,16.476273598986303,57.91885542168679,14.8267099034408,58.650060240963896,14.7396749890976,58.9760240963855,16.1345534679934,21.780804020100497,17.1212428138182,0.0384146341463415,0.11574214531321698,921.878787878788,40.0040440846115,13.713792756539199,2.50593225699427,14.008672032193198,2.84901153280941,13.4184924623116,2.2803597925314,13.100120603015098,2.22396436357925,13.9267738693467,2.73542141654208,18.0009336683417,13.8731482403314,0.739731356783919,0.666333607859794,0.0014617074747474699,0.000312546499676263
362,2007-05-29,nonevent,False,386.23394594594595,3.37136230645872,386.302108108108,3.30019966279857,387.29037837837797,3.67042563098271,386.35758064516097,3.26159587144023,82.8048711111113,64.0722967079585,12.295891891891902,0.987368257138967,12.281027027027,0.998924162767735,12.4526486486487,0.9987111318065691,12.291021505376301,1.02977275350407,12.206989247311801,0.981944331494421,12.3560540540541,0.9937211014651279,61.9141558441559,53.3662248609707,0.0349197860962567,0.0545890707872589,0.0465775401069518,0.0560342457533088,0.0560638297872339,0.266926327575922,0.0595212765957446,0.0597077067058585,0.0487234042553191,0.0608185526604125,0.0332258064516129,0.0586452696707205,0.56524064171123,0.24299723626822303,0.561497326203209,0.22598863741375197,0.6381382978723399,1.3943791833553099,0.559787234042553,0.248234315404177,0.56781914893617,0.24082751556181897,0.55241935483871,0.22864360666025305,24.024652406417104,2.1961837041559398,22.6162765957447,3.09951781105603,24.698670212766,2.31036280637391,25.207978723404302,2.25874016268794,23.263048128342298,2.25503303574357,990.202855871885,1.27552686114854,174.345235555556,133.06646008421498,-0.00179875333926981,0.0038425470439430297,10.2871861086376,6.6042666830443295,86.25291891891891,3.4702446535290097,87.51383783783791,3.52720681394545,86.3314594594595,3.44162713188454,88.38591397849459,3.5755345052126004,88.95897849462358,3.0431783757384503,86.0983152173913,3.5745119103680003,8.661706666666669,6.4662315918383495,0.00941176470588235,0.0605190494366735,918.986666666667,0.8461891254536651,12.080577777777801,0.8009680111239108,12.255999999999998,0.8046929743188779,11.697662222222199,0.836041847764764,11.4967943009795,0.8623272306144059,12.1812088888889,0.799654593979052,5.99077955555555,4.34532119437929,0.31215679999999996,0.26950992927073397,0.00359944601769911,0.0005129145494196099
381,2003-08-10,Ib,False,361.05199999999996,5.431768027303719,361.130666666667,4.89586350206939,362.152606060606,7.03217768867406,361.164060606061,4.74364400128613,302.473346814964,237.785549432358,9.18,0.679249945016467,9.020787878787882,0.6282534713333641,9.407333333333339,0.6576557900690749,8.936303030303028,0.620122159722233,8.862865853658539,0.624770647727996,9.29963636363636,0.668232005596686,207.512860082305,198.81371077990897,0.012,0.0325950766894365,0.0152727272727273,0.0320929221807861,0.0166666666666667,0.0315133214830539,0.016969696969697,0.0351898031659575,0.0155487804878049,0.033031924486978996,0.0176363636363636,0.0299977826231538,0.15672727272727302,0.08045725752378301,0.15957575757575798,0.0813780062211298,0.160121212121212,0.0812778123414355,0.149393939393939,0.0794239701615062,0.146158536585366,0.0708008473680176,0.15993939393939402,0.0770135953289035,27.682545454545398,4.601802490772481,26.475393939393896,5.0500368867247,28.867212121212102,4.31736970906248,29.200975609756103,4.2446240585209,27.0021818181818,4.78158319948214,998.811691995949,0.247497975418989,591.370738119314,466.48700976112,-0.000141843971631206,0.00920689296874371,42.68993384785,29.611929566013604,61.2213939393939,11.463257523282198,60.4953333333333,11.003378557279401,61.628545454545495,12.385465579763,60.5791515151515,10.857203655955901,60.9489024390244,10.7718279468054,61.2661212121212,12.181780307025399,20.907269969666398,16.1098655250671,0.0403658536585366,0.10527142973712598,930.0,0.8038369524685559,13.240891590678801,2.1820479557835,13.5455724417426,2.4704133133369397,12.9798581560284,2.05690880048954,12.7282269503546,2.0140900726264097,13.460293819655499,2.37024369789608,16.919221435793702,12.660496984448303,0.7025751263902951,0.6134258409591059,0.00163393333333333,0.000185782421017662
156,2008-09-22,nonevent,False,389.358050847457,3.4388882765494,388.867288135593,3.5101115625041603,393.836551724138,7.65821549238049,388.639743589743,3.57015030629652,69.7751292517007,42.2387454168637,9.282288135593221,0.635766461203611,9.23389830508475,0.5550760845642929,9.34293103448276,0.724248356683618,9.233418803418811,0.489461636679846,9.221538461538461,0.374623064317057,9.336271186440671,0.6623872864739621,57.3391172413793,46.533542340505,0.19975409836065602,0.16605019212689498,0.220082644628099,0.172561563254821,0.157933884297521,0.122874715024233,0.22408333333333302,0.176385253644065,0.21181818181818202,0.172988438920062,0.168852459016394,0.155808723173781,1.94245901639344,0.991774694051531,1.89942148760331,0.793895771413205,1.91066115702479,1.330796588224,1.92016666666667,0.73547330365701,1.95586776859504,0.778179145421635,1.94401639344262,1.2174737832709899,16.667685950413198,5.52718324289606,13.7240495867769,5.75613463742704,19.3,5.720097401768109,20.8385123966942,5.57574010949175,14.657131147541001,5.522578820228231,1008.2104353741499,0.7721604045143651,145.54585034013598,87.88823342276129,0.0060816326530612,0.0125450198571533,7.27099319727892,5.04408364347836,81.88288135593221,5.95334339759892,82.16627118644071,6.47246948164196,82.34077586206891,5.7901555360745,82.35393162393159,6.73807131891113,82.6921367521367,6.93408868649457,82.0116949152543,5.97144777718941,4.37427210884358,3.1066564260132097,0.19934426229508198,0.136052601063202,919.8571428571429,0.408248290463885,8.97710204081634,1.95491301971254,8.976489795918368,2.01529172595422,8.81289795918367,1.8331821647742799,8.7433469387755,1.69100326803174,9.04198639455783,1.97996040057006,4.96802448979592,2.8374880219313403,0.256036462585034,0.16934976439713798,0.007051963513513509,0.00129331972353345
153,2008-06-14,II,False,381.58089005235604,5.870397973011019,381.386439790576,5.10901215039999,383.322157894737,8.03768400112379,381.256387434555,4.66290670997676,413.926764069264,233.597340167872,7.23204188481675,0.874991439551874,7.13319371727748,0.9065566775687709,7.605842105263161,0.957448149543528,7.089109947643981,0.9336350822431969,7.04198952879581,0.94783921570968,7.449109947643981,0.9763998013408319,230.91361477572602,239.335282153854,0.0882653061224487,0.183945507595378,0.0901530612244895,0.166038231744491,0.058673469387754994,0.0928537615614292,0.0740306122448979,0.144078251821114,0.0749999999999999,0.13806910198548,0.0658673469387754,0.14372967059852698,0.7789795918367339,1.00008921632373,0.6804081632653061,0.7581000791348741,0.8382142857142879,1.06605593493506,0.645867346938775,0.6773082188624069,0.707244897959183,0.778286455223327,0.8183163265306121,1.05464818386611,37.3738265306122,8.06124563451645,35.259795918367296,8.95497901666476,38.7621428571429,6.5929529199842,39.6458163265306,5.64621832570046,36.1504081632653,8.59793271734756,989.9548214285691,2.02884886395373,668.422023809524,537.343855334131,0.000484693877551056,0.0160006309580324,38.2234098639454,27.9582683910639,47.8577486910995,17.1640873447619,47.6715183246074,16.7741916833547,50.5173684210526,18.757509548624,47.6120418848168,16.5042850741486,47.581780104712,16.0045836846765,49.2137696335079,18.6280637304754,20.934073129251896,16.2559964030223,0.27020408163265397,0.403628363191932,908.6923076923081,30.109888651494497,13.823784013605401,3.1361131738615002,13.8765731292517,3.55690339740586,13.487134353741501,2.7659534069047003,13.3478316326531,2.6154228282970298,13.9584778911565,3.4504580732498997,18.979763605442102,14.8132707381284,0.9008546768707509,0.8171276809390509,0.00432755169491525,0.00278381927106834
166,2009-05-30,Ib,False,388.59978260869497,3.4287783923662998,388.637336956522,3.2186284924139397,388.66510989011,3.8367003173135696,388.635792349727,2.94764504635171,392.46351900972604,263.10008029012,8.58635869565217,0.96562689602576,8.517010869565231,0.9585213338377958,8.69412087912088,0.9793012768460841,8.48071038251366,0.9287466671298471,8.43901639344262,0.9226449764004749,8.65548913043478,0.9711599621135301,286.550909090909,252.166823108441,-0.00021164021164021298,0.0444703782830304,-0.0015873015873015901,0.0473513244059655,-0.00260638297872341,0.0452812289106648,-0.0025531914893617,0.0474580855366929,-0.00443850267379679,0.0442145333706783,-0.00116402116402116,0.0454729236331273,0.18640211640211604,0.184251698787651,0.180634920634921,0.162943728204853,0.196063829787234,0.18225103498811301,0.18968085106383,0.23101705901619302,0.17661290322580603,0.18720080458697896,0.183862433862434,0.18265885571370602,34.6556084656085,4.602646241061049,33.8258510638298,4.6147162668672,35.119414893617,4.6054439047244005,35.355904255319096,4.66766677063531,34.2548148148148,4.59623245257213,1013.2594247787599,0.7530983101510171,824.731317418214,536.3533775610849,-0.00343059239610956,0.0153970834355511,47.135915119363396,26.373778673695398,41.5639130434783,10.4666505471167,42.25043478260871,10.719942083793,42.030054945055,11.193809975380098,42.1539344262295,10.8950491748844,42.524780219780205,11.127166432850599,41.5166304347826,10.7964641324979,25.8858532272325,16.2981192261924,0.0431216931216931,0.064571344389497,917.486842105263,0.528984462345995,18.8277276746242,5.24601202601564,18.9142793987621,5.53950736505792,18.3781609195402,5.16427354199599,18.151308576481,5.1247178608552595,19.0032714412025,5.42254935437112,22.4377577365163,15.651977762265698,1.08441467727675,0.9426976755103961,0.0035511079646017704,0.0014017417313026302
176,2009-09-15,II,False,376.19432,2.1887223169339998,376.31272,1.84612732234871,378.12048387096803,5.783255736904299,376.25264,1.5353696329149198,264.73500643500597,166.091587952828,9.0892,0.48522126645413505,8.926639999999999,0.496055316894553,9.324758064516118,0.602051322272348,8.79776,0.49100762756049,8.74451612903226,0.49556136328248,9.22869918699188,0.534723705811431,171.876447028424,159.638296118098,0.0724615384615384,0.191246671100224,0.0722307692307692,0.19396421545061499,0.05,0.13458849319313998,0.0791538461538461,0.185693899226384,0.0655813953488372,0.18481792973400302,0.0507751937984496,0.14966427222234802,0.6435384615384611,0.8051114435242729,0.635384615384615,0.807699531443972,0.583720930232558,0.785564158112899,0.6278461538461539,0.8263218066140259,0.693643410852713,1.04526532067259,0.6315503875968989,0.7903039858303771,26.9663846153846,4.5850889103746395,23.7542635658915,6.888066761526081,29.052846153846197,3.36512902976997,29.3855813953488,3.3567157281562,25.6473643410853,5.411810221546121,1006.00409266409,1.9471574528118998,572.923655083654,353.564856809024,0.00507078507078511,0.0214314150262459,39.9754311454311,22.238323487779397,56.68512,11.16596193045,55.579440000000005,9.81975562273942,61.5786290322581,14.8135218022747,54.722159999999995,8.58405522860507,54.672822580645196,7.866213183892571,59.3563414634146,13.767471419701,23.604607464607398,13.4743018154566,0.15953846153846202,0.10281963992450001,918.980769230769,0.610058969036033,14.5026512226512,2.2792655543212,13.7885328185328,3.17369031503368,14.4269884169884,1.8640156439102,14.2784684684685,1.67779773944336,14.1484813384813,2.8661039883679,14.194377091377099,8.823323528629462,0.6734226512226521,0.510598540755174,0.00290484487179487,0.000578676369336009
