2.360000000000000000e+02,9.206109695448430053e-01,7.938903045515696699e-02
1.400000000000000000e+01,4.933186854965698753e-01,5.066813145034301247e-01
1.920000000000000000e+02,3.715203045120232250e-01,6.284796954879767750e-01
1.540000000000000000e+02,9.743983440096661841e-01,2.560165599033386447e-02
7.600000000000000000e+01,1.110883710898713517e-02,9.888911628910128648e-01
2.100000000000000000e+01,4.955533992344820504e-01,5.044466007655179496e-01
7.000000000000000000e+01,6.128274523629262394e-02,9.387172547637073761e-01
7.400000000000000000e+01,6.914556580475288428e-01,3.085443419524711572e-01
2.420000000000000000e+02,9.143337739097484596e-01,8.566622609025155433e-02
1.280000000000000000e+02,9.710802567913575656e-01,2.891974320864246911e-02
1.130000000000000000e+02,4.949720223022757715e-01,5.050279776977242285e-01
2.530000000000000000e+02,1.594770232970643686e-01,8.405229767029356314e-01
1.710000000000000000e+02,9.500695106294900771e-01,4.993048937050986735e-02
1.940000000000000000e+02,9.472012004572438748e-01,5.279879954275618070e-02
1.170000000000000000e+02,9.115221438755172212e-02,9.088477856124482779e-01
2.800000000000000000e+01,9.606503440650840941e-01,3.934965593491594055e-02
4.800000000000000000e+01,3.078439357815501154e-01,6.921560642184498846e-01
2.510000000000000000e+02,5.252030529137521331e-01,4.747969470862478114e-01
1.650000000000000000e+02,9.345418287183668848e-01,6.545817128163314291e-02
6.200000000000000000e+01,9.581935551570803788e-01,4.180644484291960034e-02
1.300000000000000000e+01,8.954897105604338048e-01,1.045102894395661952e-01
1.800000000000000000e+01,2.674667331676973125e-01,7.325332668323026875e-01
1.090000000000000000e+02,2.982318675768714789e-01,7.017681324231285211e-01
1.030000000000000000e+02,6.440666280378892772e-02,9.355933371962110723e-01
1.300000000000000000e+02,9.516091631975517329e-01,4.839083680244826019e-02
7.500000000000000000e+01,8.020555141486724882e-01,1.979444858513274841e-01
1.900000000000000000e+02,3.848004881535814770e-01,6.151995118464185230e-01
3.300000000000000000e+01,3.136851156899581605e-01,6.863148843100418395e-01
6.800000000000000000e+01,7.824599442689236239e-01,2.175400557310763761e-01
2.040000000000000000e+02,1.191097694076432845e-01,8.808902305923567155e-01
1.200000000000000000e+01,2.654276069842531616e-02,9.734572393015746838e-01
3.900000000000000000e+01,1.958487419695731369e-02,9.804151258030426863e-01
2.050000000000000000e+02,3.096180368852137210e-01,6.903819631147862790e-01
5.600000000000000000e+01,2.789087164899146654e-01,7.210912835100853346e-01
1.880000000000000000e+02,9.690043086117484661e-01,3.099569138825155473e-02
2.310000000000000000e+02,9.430838985861884627e-01,5.691610141381149568e-02
3.600000000000000000e+01,2.737565670272528173e-01,7.262434329727471827e-01
9.300000000000000000e+01,9.228651476164325684e-01,7.713485238356741769e-02
1.730000000000000000e+02,1.900400326187954292e-01,8.099599673812045708e-01
2.290000000000000000e+02,9.614395370132766683e-01,3.856046298672334560e-02
1.200000000000000000e+02,2.779246979839100629e-02,9.722075302016089937e-01
3.200000000000000000e+01,9.780133924766268860e-01,2.198660752337314173e-02
5.800000000000000000e+01,2.825390760892771969e-01,7.174609239107228031e-01
2.240000000000000000e+02,9.900862614624402758e-01,9.913738537559760658e-03
1.380000000000000000e+02,3.337893710860995178e-02,9.666210628913900482e-01
1.520000000000000000e+02,8.476854270973941397e-01,1.523145729026058048e-01
2.090000000000000000e+02,9.398860265477662068e-01,6.011397345223381400e-02
1.810000000000000000e+02,8.399968466762697261e-02,9.160003153323730274e-01
2.320000000000000000e+02,9.144359066035842032e-01,8.556409339641578293e-02
1.230000000000000000e+02,8.872360094040291356e-01,1.127639905959708505e-01
5.000000000000000000e+00,7.860465692099939394e-01,2.139534307900060883e-01
2.150000000000000000e+02,8.533002202693928950e-01,1.466997797306071605e-01
2.500000000000000000e+02,5.137717081852645196e-01,4.862282918147354804e-01
4.100000000000000000e+01,9.486352473240077243e-01,5.136475267599225486e-02
1.040000000000000000e+02,3.185796962572151614e-02,9.681420303742784839e-01
2.570000000000000000e+02,9.136566177860772076e-02,9.086343382213922792e-01
2.000000000000000000e+01,9.341209276712607590e-01,6.587907232873925489e-02
1.480000000000000000e+02,4.312960578846924964e-01,5.687039421153075036e-01
8.800000000000000000e+01,8.637757696748143976e-01,1.362242303251855746e-01
4.200000000000000000e+01,8.654533860996397321e-01,1.345466139003602957e-01
1.350000000000000000e+02,4.199849538417144146e-02,9.580015046158285585e-01
7.000000000000000000e+00,9.370872619102745826e-01,6.291273808972544512e-02
1.340000000000000000e+02,9.577414590391213345e-01,4.225854096087865164e-02
1.970000000000000000e+02,9.045945889727886602e-01,9.540541102721132594e-02
1.470000000000000000e+02,7.303697243202791345e-01,2.696302756797209210e-01
9.500000000000000000e+01,4.498003112992362551e-01,5.501996887007637449e-01
2.270000000000000000e+02,2.808739531702424408e-01,7.191260468297575592e-01
6.100000000000000000e+01,4.843004470266359940e-01,5.156995529733640060e-01
1.550000000000000000e+02,9.906640581780407073e-01,9.335941821959332573e-03
1.220000000000000000e+02,9.532820136057245097e-01,4.671798639427546945e-02
1.570000000000000000e+02,2.643294530161525158e-01,7.356705469838474842e-01
1.620000000000000000e+02,8.465316350512981369e-01,1.534683649487018353e-01
8.500000000000000000e+01,9.482692663206903072e-01,5.173073367930972055e-02
5.300000000000000000e+01,3.625763547665121767e-01,6.374236452334878233e-01
2.330000000000000000e+02,5.207345245742833750e-02,9.479265475425716625e-01
1.950000000000000000e+02,1.921313011388102732e-01,8.078686988611897268e-01
1.560000000000000000e+02,8.769526570034709145e-01,1.230473429965291132e-01
2.460000000000000000e+02,7.263404874480849926e-03,9.927365951255191501e-01
1.860000000000000000e+02,9.562562171146385959e-01,4.374378288536138332e-02
7.200000000000000000e+01,7.301947994088300309e-01,2.698052005911700246e-01
1.610000000000000000e+02,8.322131407289345972e-02,9.167786859271065403e-01
7.900000000000000000e+01,2.031600982197456773e-02,9.796839901780254323e-01
2.200000000000000000e+01,8.782729276676777275e-01,1.217270723323222725e-01
2.280000000000000000e+02,8.683065242684563367e-01,1.316934757315436910e-01
2.030000000000000000e+02,9.390319850801270851e-01,6.096801491987288019e-02
2.520000000000000000e+02,9.308050524731158459e-01,6.919494752688416794e-02
1.530000000000000000e+02,9.077027404245713305e-01,9.229725957542869730e-02
1.660000000000000000e+02,1.445496294138743920e-01,8.554503705861256080e-01
0.000000000000000000e+00,9.238090474604347957e-01,7.619095253956517655e-02
2.400000000000000000e+01,8.041132304816929199e-01,1.958867695183070246e-01
2.000000000000000000e+00,3.901748124694720543e-01,6.098251875305279457e-01
4.400000000000000000e+01,8.833539774644415532e-01,1.166460225355584329e-01
2.300000000000000000e+01,8.217803062632504929e-01,1.782196937367495071e-01
5.000000000000000000e+01,5.399456195446561413e-01,4.600543804553439142e-01
1.430000000000000000e+02,2.725125602643845291e-01,7.274874397356154709e-01
2.210000000000000000e+02,9.787562398389785256e-01,2.124376016102144660e-02
6.500000000000000000e+01,9.639742088198779424e-01,3.602579118012208537e-02
4.000000000000000000e+01,4.961758346370130912e-01,5.038241653629869088e-01
1.580000000000000000e+02,9.830091601436892201e-01,1.699083985631073129e-02
2.450000000000000000e+02,9.698051216499581351e-02,9.030194878350041865e-01
1.100000000000000000e+01,1.390818030479848977e-01,8.609181969520151023e-01
1.900000000000000000e+01,2.586276045326574291e-02,9.741372395467342571e-01
2.230000000000000000e+02,8.597703090687401906e-01,1.402296909312598094e-01
1.820000000000000000e+02,9.789304530799713966e-01,2.106954692002858259e-02
2.550000000000000000e+02,1.954154903227919293e-01,8.045845096772080707e-01
1.830000000000000000e+02,8.160598671222559775e-01,1.839401328777440225e-01
8.100000000000000000e+01,6.193349205273935842e-01,3.806650794726064158e-01
1.400000000000000000e+02,3.900790760508399124e-02,9.609920923949160088e-01
2.110000000000000000e+02,4.905808380071684516e-01,5.094191619928315484e-01
8.000000000000000000e+01,4.227978172579560656e-01,5.772021827420439344e-01
2.170000000000000000e+02,9.162425421866184916e-01,8.375745781338149454e-02
2.130000000000000000e+02,4.625118563247225811e-01,5.374881436752774189e-01
2.340000000000000000e+02,6.972933318812069015e-02,9.302706668118793099e-01
2.200000000000000000e+02,2.228697332957414456e-01,7.771302667042585544e-01
2.900000000000000000e+01,9.422048260901666472e-01,5.779517390983330422e-02
1.180000000000000000e+02,3.214273923827192236e-01,6.785726076172807764e-01
3.000000000000000000e+01,8.488775868082438780e-01,1.511224131917561497e-01
1.460000000000000000e+02,9.326939199939322522e-01,6.730608000606774777e-02
9.100000000000000000e+01,3.544804724276895413e-02,9.645519527572310459e-01
1.640000000000000000e+02,9.716966951164343058e-01,2.830330488356566296e-02
7.300000000000000000e+01,3.159608650225403936e-01,6.840391349774596064e-01
1.800000000000000000e+02,4.202169571187982511e-01,5.797830428812017489e-01
1.250000000000000000e+02,1.807466160416913992e-01,8.192533839583086008e-01
8.000000000000000000e+00,9.040071726007167241e-01,9.599282739928323427e-02
4.900000000000000000e+01,1.130281931601014866e-01,8.869718068398985134e-01
3.000000000000000000e+00,8.780915625761370746e-01,1.219084374238629115e-01
1.310000000000000000e+02,3.769496311696296509e-02,9.623050368830370349e-01
7.100000000000000000e+01,6.507860965418283961e-01,3.492139034581716595e-01
4.300000000000000000e+01,1.649680338150154579e-01,8.350319661849845421e-01
1.500000000000000000e+02,7.023449088707529597e-01,2.976550911292470958e-01
8.400000000000000000e+01,9.446970163348904492e-01,5.530298366510955771e-02
2.140000000000000000e+02,6.600063563375486719e-01,3.399936436624513836e-01
1.100000000000000000e+02,1.243752314840103068e-01,8.756247685159896932e-01
1.700000000000000000e+02,2.388996646871233143e-01,7.611003353128766857e-01
1.270000000000000000e+02,9.567937452149384292e-01,4.320625478506157080e-02
1.320000000000000000e+02,4.544425619405673133e-01,5.455574380594326867e-01
2.380000000000000000e+02,9.900423710821270040e-01,9.957628917872949140e-03
2.430000000000000000e+02,5.198713951505518072e-02,9.480128604849448193e-01
9.000000000000000000e+00,7.500968045637169679e-01,2.499031954362830599e-01
2.070000000000000000e+02,7.506996577823087380e-01,2.493003422176912620e-01
1.360000000000000000e+02,6.988705394818487404e-01,3.011294605181512596e-01
1.000000000000000000e+02,4.463133402465602195e-02,9.553686659753439780e-01
2.220000000000000000e+02,2.448842022109332106e-02,9.755115797789066789e-01
9.200000000000000000e+01,6.040008316056257875e-01,3.959991683943741569e-01
1.140000000000000000e+02,1.853449234570723192e-01,8.146550765429276808e-01
2.160000000000000000e+02,8.538696643786536367e-02,9.146130335621346363e-01
1.980000000000000000e+02,8.464773778135766813e-01,1.535226221864233187e-01
1.690000000000000000e+02,6.730750384073758141e-02,9.326924961592624186e-01
2.480000000000000000e+02,7.121108473433324093e-02,9.287889152656667591e-01
2.470000000000000000e+02,1.502349975910733937e-01,8.497650024089266063e-01
2.100000000000000000e+02,9.705863558043360539e-01,2.941364419566398769e-02
3.700000000000000000e+01,1.014804940815136058e-01,8.985195059184863942e-01
1.510000000000000000e+02,5.675982330466105008e-01,4.324017669533894437e-01
1.740000000000000000e+02,9.057766434151377499e-01,9.422335658486225007e-02
1.390000000000000000e+02,4.196367874820785548e-01,5.803632125179214452e-01
8.700000000000000000e+01,1.028924674538178596e-02,9.897107532546182140e-01
1.500000000000000000e+01,1.140647051181780114e-01,8.859352948818219886e-01
4.700000000000000000e+01,3.906434475471143308e-01,6.093565524528856692e-01
9.600000000000000000e+01,1.967204973928193823e-02,9.803279502607180618e-01
1.720000000000000000e+02,9.568319880103112185e-01,4.316801198968880926e-02
1.050000000000000000e+02,8.586802352220576084e-01,1.413197647779423638e-01
2.400000000000000000e+02,2.743442139599039375e-01,7.256557860400960625e-01
1.080000000000000000e+02,1.767042468953764489e-01,8.232957531046235511e-01
6.400000000000000000e+01,9.079146016192800595e-01,9.208539838071994055e-02
5.400000000000000000e+01,8.516965171500912035e-03,9.914830348284990880e-01
1.150000000000000000e+02,4.346010054510263121e-02,9.565398994548973688e-01
2.300000000000000000e+02,7.745036488359685611e-01,2.254963511640314666e-01
2.490000000000000000e+02,8.122408172337274301e-01,1.877591827662726254e-01
4.600000000000000000e+01,8.758901841427169099e-02,9.124109815857283090e-01
2.390000000000000000e+02,2.581297353759581803e-02,9.741870264624041820e-01
1.850000000000000000e+02,2.083740606360333647e-01,7.916259393639666353e-01
1.290000000000000000e+02,8.858594475810743774e-02,9.114140552418925623e-01
2.350000000000000000e+02,9.827892816926654396e-01,1.721071830733459512e-02
1.260000000000000000e+02,9.220649549566137804e-01,7.793504504338619188e-02
1.590000000000000000e+02,2.957180072822493955e-01,7.042819927177506045e-01
1.840000000000000000e+02,3.833041249571744746e-02,9.616695875042825525e-01
5.500000000000000000e+01,9.082850259407360127e-02,9.091714974059263987e-01
2.000000000000000000e+02,2.353047791191172911e-01,7.646952208808827089e-01
1.240000000000000000e+02,2.195110350843137992e-01,7.804889649156862008e-01
1.930000000000000000e+02,4.285685060434254456e-01,5.714314939565745544e-01
9.800000000000000000e+01,6.345243275235534774e-02,9.365475672476446523e-01
1.770000000000000000e+02,5.343713257747211287e-01,4.656286742252788713e-01
5.100000000000000000e+01,7.625283171087837708e-02,9.237471682891216229e-01
1.160000000000000000e+02,9.902652531109782386e-01,9.734746889021803073e-03
6.900000000000000000e+01,1.162164182543413693e-01,8.837835817456586307e-01
2.700000000000000000e+01,9.800154719369296163e-01,1.998452806307034202e-02
1.700000000000000000e+01,6.034235098462770175e-02,9.396576490153722983e-01
8.600000000000000000e+01,2.303535210759096730e-01,7.696464789240903270e-01
1.870000000000000000e+02,4.513910782474030992e-01,5.486089217525969008e-01
1.790000000000000000e+02,3.745501352888556124e-01,6.254498647111443876e-01
6.000000000000000000e+01,2.090499444644620120e-01,7.909500555355379880e-01
1.600000000000000000e+02,9.725954252802824218e-01,2.740457471971752615e-02
8.300000000000000000e+01,9.593831289201456558e-01,4.061687107985439277e-02
1.760000000000000000e+02,6.289861463942906239e-01,3.710138536057093761e-01
1.060000000000000000e+02,5.708891159495814716e-01,4.291108840504185284e-01
3.400000000000000000e+01,6.334517419666951810e-02,9.366548258033304819e-01
2.250000000000000000e+02,2.897595249405452433e-01,7.102404750594547567e-01
9.000000000000000000e+01,2.357398283372321712e-01,7.642601716627678288e-01
2.370000000000000000e+02,6.558895248790019838e-01,3.441104751209980717e-01
6.600000000000000000e+01,2.987547281646488750e-01,7.012452718353511250e-01
7.700000000000000000e+01,8.002060556276106018e-01,1.997939443723893982e-01
1.120000000000000000e+02,9.477314511662232599e-01,5.226854883377672623e-02
9.900000000000000000e+01,6.995872624922137017e-01,3.004127375077862427e-01
1.750000000000000000e+02,3.753484641540494327e-02,9.624651535845950567e-01
2.540000000000000000e+02,8.102036305449733522e-02,9.189796369455026648e-01
2.120000000000000000e+02,9.590753007900654215e-02,9.040924699209934579e-01
