id,class2,class4,CO2168.mean,CO2168.std,CO2336.mean,CO2336.std,CO242.mean,CO242.std,CO2504.mean,CO2504.std,Glob.mean,Glob.std,H2O168.mean,H2O168.std,H2O336.mean,H2O336.std,H2O42.mean,H2O42.std,H2O504.mean,H2O504.std,H2O672.mean,H2O672.std,H2O84.mean,H2O84.std,NET.mean,NET.std,NO168.mean,NO168.std,NO336.mean,NO336.std,NO42.mean,NO42.std,NO504.mean,NO504.std,NO672.mean,NO672.std,NO84.mean,NO84.std,NOx168.mean,NOx168.std,NOx336.mean,NOx336.std,NOx42.mean,NOx42.std,NOx504.mean,NOx504.std,NOx672.mean,NOx672.std,NOx84.mean,NOx84.std,O3168.mean,O3168.std,O342.mean,O342.std,O3504.mean,O3504.std,O3672.mean,O3672.std,O384.mean,O384.std,Pamb0.mean,Pamb0.std,PAR.mean,PAR.std,PTG.mean,PTG.std,RGlob.mean,RGlob.std,RHIRGA168.mean,RHIRGA168.std,RHIRGA336.mean,RHIRGA336.std,RHIRGA42.mean,RHIRGA42.std,RHIRGA504.mean,RHIRGA504.std,RHIRGA672.mean,RHIRGA672.std,RHIRGA84.mean,RHIRGA84.std,RPAR.mean,RPAR.std,SO2168.mean,SO2168.std,SWS.mean,SWS.std,T168.mean,T168.std,T42.mean,T42.std,T504.mean,T504.std,T672.mean,T672.std,T84.mean,T84.std,UV_A.mean,UV_A.std,UV_B.mean,UV_B.std,CS.mean,CS.std
1,nonevent,nonevent,380.52811965812003,0.802000657433635,380.371465517241,0.889550208090346,381.816206896552,1.2925927131308401,380.29646551724096,0.9688839427159871,236.605352839931,145.160570569359,2.66350427350427,0.319426523414838,2.6956034482758597,0.30489424764805795,2.54887931034483,0.38281286505964396,2.6941379310344797,0.30660573455460494,2.7710714285714304,0.36638585841449606,2.61336206896552,0.348995936105697,81.69987610619481,109.164607217524,0.31931623931623904,0.179648730504677,0.33672413793103395,0.18397436429199,0.23551724137931002,0.157542788266974,0.3325,0.18347787451020497,0.287241379310345,0.172559183076902,0.28663793103448304,0.160140937739324,2.6579487179487202,0.672278086013286,2.65025862068966,0.667323611225431,2.62198275862069,0.646127218362487,2.64224137931035,0.667191500059109,2.6098275862069,0.6849982326332271,2.6452586206896602,0.65299372286336,32.6248717948718,0.697921316808872,31.2694827586207,1.8530331632348,32.866724137931,0.892441473771782,32.6753448275862,0.9282741639937149,32.235086206896604,0.938219864553548,1006.5149397590401,0.217192600415088,339.171514629948,211.125658023789,0.000963855421686748,0.00748103820978763,67.50084337349399,30.5298519396985,95.10410256410259,1.6126184286081102,96.5325862068966,2.38204009044847,92.1890517241379,1.78187150195384,96.75267241379309,2.32673623166746,101.35107142857099,4.57103558376979,93.2935344827586,1.9819955926377402,84.47691910499151,49.76432076652701,0.559316239316239,0.3746877469990879,936.605263157895,0.9164996183838721,-10.272530120482001,1.5754149867754599,-10.4898278829604,2.08527546463965,-10.346540447504301,1.3474009120368502,-10.730843373494,1.38181457832596,-10.2827538726334,1.8700555006533301,8.35676075731498,4.53493674322785,0.17808382099827902,0.12340188429733699,0.00254623448275862,0.0006856695868265201
2,event,Ib,373.128684210526,1.0966171246884,372.98,1.04775009575653,373.701830065359,1.25919796837658,372.91,1.0041637002213102,252.480327225131,138.921952757957,3.2536842105263197,0.299727656095516,3.2322222222222203,0.30810802578893604,3.29915032679738,0.290206250867646,3.2280392156862794,0.310415805229409,3.22771241830065,0.30751657364840695,3.2675816993463997,0.298119161409871,142.534162303665,115.88510674748801,0.0236184210526316,0.0403059383346931,0.0281045751633987,0.0421424844081132,0.0252941176470588,0.0453793777579265,0.0279084967320261,0.046758809960364994,0.0304575163398693,0.0428942989292628,0.0254248366013072,0.0942978688162967,0.8433552631578951,0.159896258085045,0.829738562091503,0.157876316148276,0.914640522875817,0.574305102005196,0.8245098039215691,0.162646456982746,0.8339869281045759,0.17483202415492002,0.8643790849673209,0.229340674157118,47.953552631579,3.03931096406478,47.5842483660131,3.27269016431325,48.135098039215706,2.7807912821351404,48.1969934640523,2.6786062963314503,47.71771241830071,3.1932075312771704,992.9941884816741,0.280526085205181,487.59640052355996,268.86054966845296,-0.0053403141361256,0.008779482688854109,41.0904450261781,21.317088981205302,59.67223684210529,14.625643052478098,60.1191503267974,14.3691373833549,59.5350326797386,15.592649209609199,60.9109150326797,14.1222247091651,62.475294117646996,14.2172693385833,59.184771241830006,15.260717161054199,32.4211256544503,19.516104289723497,0.13828947368421,0.11529275329052802,923.450980392157,2.0621709482018997,-1.3305890052356,1.9473302068217901,-1.03743455497382,2.2315522375459,-1.7384554973822,1.74807888466389,-2.0956413612565403,1.69562160154899,-1.09586387434554,2.09011144009962,12.906778795811501,7.02230040195356,0.333522513089005,0.23998121620676302,0.00066211987012987,0.000209531559257748
3,event,Ib,372.363293413174,0.626329374753749,372.24568862275396,0.615803402208043,372.847245508982,0.6472794453140921,372.193952095808,0.5962886804748571,269.981546762589,200.82667647212298,4.45904191616767,0.367894094132415,4.42287425149701,0.365104543200372,4.50976047904191,0.36056340133254,4.40940119760479,0.35929599939225704,4.395988023952089,0.35792921808217204,4.46251497005988,0.3628994991196521,156.40970909090902,173.19138691310903,0.0308982035928143,0.0478932843256805,0.03,0.0460617709927436,0.0288023952095808,0.047106677131517,0.0249101796407186,0.0454676935945833,0.029940119760479,0.0524059341575487,0.0288023952095808,0.050869575673168,0.7475449101796401,0.207766281648882,0.7364071856287429,0.174349813012384,0.775149700598802,0.254238424023415,0.705209580838323,0.15653568176837698,0.709700598802395,0.15295256824313,0.7710778443113759,0.24579114932088503,45.974191616766504,1.89284745321279,45.6613173652695,1.9220137378049698,46.141736526946104,1.89512150547798,46.1161676646706,1.88997664820372,45.854730538922205,1.94390608329936,986.74045508982,2.77746218615592,515.622610778443,392.245818926242,-0.00291017964071856,0.00669910544450969,41.0068143712573,29.483792583238,65.0478443113772,13.978114180672,65.24053892215571,14.181465642876999,64.8223952095809,13.8276173892014,65.8722155688623,14.1748271021179,67.4810179640719,14.652811343998401,64.30185628742521,13.8206657129932,32.9402155688623,25.385708661962198,0.107065868263473,0.12274133531240301,923.410714285714,2.647652721764,1.6721077844311398,1.9429413196445302,1.89325748502994,1.96010171383681,1.3540119760479,1.91031406632279,0.991520958083833,1.9141861443401298,1.84650299401197,1.9547478290641103,14.2862610778443,9.572443740840939,0.418313173652695,0.34438621638689004,0.000541491097560975,7.24079119714444e-05
4,nonevent,nonevent,381.437441860465,7.281158764222551,381.38040462427693,7.23600159075259,381.926531791908,7.29437355610594,381.381156069364,7.20828656251683,68.3646527777777,48.560721555377995,6.61343023255814,0.508011121135754,6.568034682080929,0.498439027270576,6.627225433526009,0.5178469975173621,6.57901734104046,0.469557764160688,6.5664739884393,0.45435968958209605,6.6206936416185,0.527051455736743,53.7528819444445,44.4807532495278,0.7174418604651159,1.04660038458864,0.7636416184971109,1.11946728864708,0.601387283236994,0.9230430809947209,0.800924855491332,1.16839895430178,0.8224277456647429,1.20561665285625,0.66300578034682,0.9876105678289008,5.32023255813953,3.7811378518076197,5.33867052023121,3.75350626331154,5.21381502890174,3.6880732365484397,5.385144508670519,3.7858617965992005,5.3671676300578,3.75434857333584,5.27317919075145,3.71948088982818,25.750058139534897,11.2834683967709,25.048670520231198,11.1972860068805,26.1319653179191,11.2286331282584,26.1592485549133,11.2749946120526,25.434046242774603,11.2495806556548,990.841331018519,0.270277676468391,147.48505787036999,103.352510709634,-0.000717592592592593,0.00492764479133416,10.616064814814699,6.5389267247692,90.9062209302326,8.72390982267579,91.022774566474,8.50857353804813,89.2688439306358,8.52107352418524,91.87578034682079,8.11352360140413,93.99398843930629,7.917405079059191,89.77416184971099,8.89673352765072,11.890787037036901,7.73740265485482,0.323604651162791,0.22676681374155602,918.862068965517,17.3310878530633,2.32182870370371,0.374435551478574,2.61068287037037,0.392254819845889,2.10532407407408,0.338427467764849,1.7534143518518501,0.34056531909820803,2.52493055555556,0.41425524880514397,4.94516203703704,3.4056515372510696,0.22415891203703697,0.19201399599967997,0.00371013132530121,0.00120898831783657
5,event,II,375.426310160428,3.26424632247952,375.436524064171,3.1108858820587004,375.740215053764,3.27492421319194,375.337058823529,2.90378033392748,242.192618534482,190.952026384939,7.934171122994651,0.32618474318783897,7.882727272727281,0.30242486928827,8.10618279569892,0.368029007265594,7.859839572192509,0.299241830380176,7.84368983957219,0.295739950525915,7.99795698924731,0.350784631361659,160.373120950324,149.664508047727,0.0688770053475935,0.114948894000091,0.0660427807486631,0.11777670821804101,0.0440106951871658,0.0822627569153901,0.07085561497326201,0.11493483664795401,0.0606951871657754,0.10204915602556099,0.0556149732620321,0.10449068173906699,1.79026737967914,0.5502291146980289,1.7954545454545399,0.530624689488549,1.7804278074866298,0.559155304639469,1.8221390374331499,0.566523753571162,1.79374331550802,0.531359484248447,1.7960962566844898,0.564777291092958,44.413208556149705,8.02188574713835,42.884438502673795,8.5354017410987,46.2094652406417,6.353758495907989,46.484278074866296,6.058093217146371,43.8310695187166,8.3594952084622,997.628577540107,2.49864674468888,472.85591443850194,372.25200510673994,0.005026737967914471,0.022412674496939997,28.190855614973103,22.321519291126698,60.9073262032086,13.5396423260642,60.4743850267379,12.6816574008133,61.4447849462366,14.6181519594735,60.320374331550795,11.7900574281976,60.7562566844919,10.4768408651847,60.5067204301075,13.9735081976018,17.8407914438502,14.7322658102546,0.3661497326203211,0.32421640694893,919.629032258064,40.3168735252549,11.2105454545455,2.9334834007985098,11.4151764705883,3.1994181661025602,11.1397112299465,2.45545846123536,10.9401069518717,2.1798213660051498,11.4418930481284,3.0486992960183197,13.087013903743301,9.77141547265323,0.5255905882352949,0.47682111094048607,0.00368043404255319,0.0021600995290467
6,nonevent,nonevent,375.497688888889,2.98129376145046,375.151244444444,2.16954534773375,377.234646017699,3.41240783135203,374.65746666666604,1.59230860029439,90.8194924309884,65.87911285608439,11.893777777777801,2.8799179124655097,11.7115111111111,2.9378831712268196,12.2337610619469,2.8351580815007997,11.597244444444401,2.9743913629781003,11.530755555555599,3.05405422257766,12.0774336283186,2.87667733602071,58.139703337453696,73.9058865483396,0.0484888888888889,0.0650372908902977,0.0485777777777778,0.0713062086835739,0.0188938053097345,0.0579664060307514,0.0489777777777778,0.0738865228168727,0.0499555555555555,0.0669387898553715,0.0401769911504425,0.0632593575108408,2.6147555555555497,0.864397012052011,2.62897777777777,0.8987507820602819,2.5091592920354,0.874454090696303,2.6254666666666697,0.9148642951670091,2.59235555555556,0.922080459079289,2.58867256637168,0.863668665300432,33.7393333333333,2.2610668310082596,29.94,2.8470088787279098,36.9009777777778,3.41657474208511,37.2499111111111,3.72529936370305,32.2378761061946,2.3420849026559196,986.2533717834959,1.82969860062126,174.690302760463,126.495536851709,0.0115173025732031,0.0214713120306971,11.806876663709,9.68401913712406,87.2445777777777,11.978025599153199,85.1230222222222,13.119705555427402,90.4003982300884,10.6818611911677,83.96497777777779,14.5599677480892,84.4178222222222,16.230900813517803,88.89407079646021,11.478259925203,6.52377107364675,5.47842550997344,0.008000000000000009,0.146940697655384,878.851351351351,91.9849127641649,11.0401863354037,2.23353208971773,10.9493167701863,2.47154016994377,11.271739130434801,1.7157557902821299,11.128136645962698,1.5445704154124702,11.010887311446302,2.38652852380349,5.69365911151406,3.43678607406663,0.218610931899642,0.153833743190704,0.00646792123893805,0.00154633250810306
7,event,Ib,369.19321888412003,4.19445060612572,369.11893162393204,3.7235339211906497,369.439615384615,3.9215131667090297,368.485384615385,2.55189891039221,416.668672945205,282.376622651537,8.11364806866953,0.792858749273876,7.98662393162393,0.780962410843275,8.370128205128209,0.7941883760330101,7.7980769230769305,0.805516480852128,7.72072649572649,0.8413155866205441,8.23716738197425,0.7912711577824459,270.199695916594,243.090845096148,0.0078540772532189,0.0602483022591898,0.0120512820512821,0.0618809387271107,-0.00196581196581199,0.0554844341352791,0.00705128205128202,0.0572497496898546,0.00940170940170938,0.0558552789439513,0.00854077253218884,0.0615357991776746,1.37828326180258,0.4382061459101789,1.3817948717948703,0.44065132320590705,1.3829914529914498,0.44876992577329206,1.3486752136752098,0.44938436341096705,1.3410256410256398,0.46557525378426395,1.39454935622318,0.430928116667383,45.3242489270386,10.8299287763049,43.6742307692307,11.9974091107793,47.515512820512804,7.99001028335766,47.630897435897396,7.64932214212937,44.5848927038626,11.3060021483704,999.703921232875,2.15287123015705,798.177131849316,538.84562923524,0.00194349315068502,0.0228119293824318,55.152970890411,28.954134666788,46.699184549356296,14.1102600762134,45.9663247863248,12.306439055584901,48.2549145299146,17.735379089602002,44.1401282051282,8.10961568183707,44.287264957264995,6.775591718161089,46.6488841201717,14.816178207637801,26.205907534246503,16.4080143395099,0.10072961373390599,0.117337120520342,924.397435897436,0.8426880859031629,15.8526626712329,3.95548165830401,16.110299657534302,4.55679035058232,15.7445633561644,3.3094876437069396,15.454571917808199,3.18674313035819,16.1494948630137,4.0989541377173,21.5976820908312,15.4604502287955,1.17046498287671,1.0381023503411801,0.00431538034188034,0.00118995766747649
8,event,Ib,368.569446808511,1.90732598884253,368.706144067797,1.7695726026861798,368.87978723404296,2.19934944670586,368.70774468085096,1.6567557947971099,349.232768313459,289.715679836819,6.833617021276599,0.28633870276386203,6.75207627118644,0.298845171804972,6.9373191489361705,0.27892506624623997,6.70336170212766,0.30260157053924397,6.69076595744681,0.30935183222523405,6.90102127659575,0.283693247222649,211.17904761904703,235.730919665772,-0.00263829787234043,0.0492926137962693,-0.0032627118644067803,0.0505201755301109,-0.00885106382978724,0.0540334569998918,-0.00863829787234043,0.0527031784879376,-0.00863829787234043,0.0491450084987096,-0.00527659574468085,0.0462276520864012,0.662468085106384,0.100901248809293,0.654576271186442,0.11783973297911901,0.6771063829787239,0.122986906752661,0.641872340425533,0.10563151907182901,0.642170212765958,0.0951066246330919,0.6768085106382989,0.109542685411941,38.232085106382996,2.03269670392852,37.6254468085106,2.1538850091967197,38.7868510638298,1.9980108375038999,38.697446808510705,2.01177481289522,37.8363829787234,2.070815134865,982.860178571428,0.3918869382112701,660.860868824531,550.084151998331,-0.00413265306122446,0.00818484880076877,44.8960884353745,31.6645409279213,53.6258723404255,8.23185248184021,53.564194915254205,7.97912610450755,53.4785957446809,8.79891932870016,53.8440425531915,7.767467126015849,54.98263829787229,7.82579898552057,53.5617021276595,8.46482286584954,21.9323554421769,17.287654396484097,0.00306034482758621,0.0892616940372039,923.0129870129871,0.5254949169342911,10.470042517006801,1.7486790389232298,10.7724149659864,1.9563342492761102,10.1009353741497,1.58088576601273,9.74619047619054,1.5473732673045701,10.6526530612245,1.8417380141384199,18.4573848797251,14.9702127584182,0.777402658662093,0.780243909691675,0.00131558068965517,0.000334687795154839
9,nonevent,nonevent,367.847076271186,7.417310025284049,367.422627118644,6.53578768997684,368.76762711864404,7.85090700036963,366.90932203389804,5.515720084362941,359.139711864407,265.285029587502,13.0,1.19926112004123,12.8746186440678,1.22036246041898,13.2802118644068,1.13919547835356,12.793516949152501,1.27065535265997,12.7777777777778,1.28152813228537,13.156723404255303,1.1714768548539298,246.314680851064,220.40956641791,0.00961864406779659,0.0749656851418829,0.0225,0.0762979880385021,0.00779661016949155,0.0605736491156308,0.0146610169491525,0.0647046606679372,0.0134745762711864,0.0735006396688803,0.0174042553191489,0.0742287005262444,3.19122881355932,0.364578121938266,3.17199152542373,0.36697825306923604,3.16783898305085,0.3486374565230711,3.11021186440678,0.36737301703564296,3.07194915254237,0.37572230232894605,3.19656779661017,0.36093802093784494,58.638936170212794,10.525547112897401,56.8222222222222,11.053169052968302,60.2761016949153,9.014218370089369,60.314297872340404,8.39581335408934,57.7510683760684,10.756621482632301,992.995228813562,1.0942472899914002,680.3799406779669,507.2277353644,0.00286440677966107,0.0189172185543407,44.4335338983051,29.0756619447678,49.708601694915295,8.16511918026382,49.197372881355896,7.30016198339271,50.1608474576272,10.230085757114098,49.0727542372882,6.70807068998955,49.5286752136752,6.53742434920121,49.735021276595795,9.041282072617769,22.6210762711863,16.2835676896451,0.364322033898305,0.15023657267044,923.564102564102,16.601196752033697,21.9039491525424,3.59955887375421,22.237118644067802,4.17703000308127,21.766872881356,3.0868689804674,21.536584745762703,2.90317966957435,22.1588983050848,3.85971360544117,18.617744067796604,14.0274015510255,0.910154830508472,0.857661110141657,0.009253098290598291,0.00120782313203255
10,nonevent,nonevent,374.410084745763,6.564795988891571,373.976737288136,5.7201347208177395,376.178595744681,9.051942662675108,373.565404255319,5.15508596121376,315.971467345207,320.099476022505,12.662584745762699,2.74970290333654,12.4796186440678,2.67369094291096,12.9525531914894,2.9508037932069904,12.359914893617,2.6263384852070697,12.3028936170213,2.60985937363927,12.817754237288101,2.8576837144239904,229.51880952381,259.402392094535,0.00237288135593221,0.0585524382703841,0.00233050847457627,0.05816404608314,0.0005932203389830549,0.0610656064758726,-0.009446808510638291,0.05355036311122,-0.000936170212765959,0.0535170730228043,-0.000932203389830508,0.0592432746970198,2.16529661016949,1.0444505411577099,2.16101694915254,1.06513560405737,2.11190677966101,0.9765877240485621,2.12740425531914,1.06996788152878,2.12417021276595,1.0437324402361199,2.14088983050847,1.01644083486928,44.563771186440704,4.39024990499089,42.0217372881356,4.61879619008919,46.3674042553192,4.93784907522753,46.412468085106404,5.042385207754251,43.4769915254237,4.0728816522358295,991.0137828668339,1.07351837661751,601.8742239185759,613.025161155159,0.000313825275657335,0.0108463526392773,36.9124427480915,36.2698761288405,65.1222881355933,18.6992828130086,64.1834745762712,17.7608782549339,66.3596595744681,20.949489271538802,64.09731914893621,17.182347059544302,64.9407659574468,17.1387063138283,65.80936440677961,19.9959125189786,18.9116624257845,19.168742031963998,0.268813559322034,0.35766421787974895,913.269230769231,39.6823992116506,17.2034096692112,1.4577013130633998,17.363893129771,1.8637378762640802,17.002400339270597,1.13379499582752,16.709957591178902,1.07087547204985,17.2858269720102,1.67903912530273,17.4197430025445,16.830501201751197,0.9594254668930401,1.05561511324124,0.007523733050847459,0.0046758369040937105
