id,CO2168.mean,CO2168.std,CO2336.mean,CO2336.std,CO242.mean,CO242.std,CO2504.mean,CO2504.std,Glob.mean,Glob.std,H2O168.mean,H2O168.std,H2O336.mean,H2O336.std,H2O42.mean,H2O42.std,H2O504.mean,H2O504.std,H2O672.mean,H2O672.std,H2O84.mean,H2O84.std,NET.mean,NET.std,NO168.mean,NO168.std,NO336.mean,NO336.std,NO42.mean,NO42.std,NO504.mean,NO504.std,NO672.mean,NO672.std,NO84.mean,NO84.std,NOx168.mean,NOx168.std,NOx336.mean,NOx336.std,NOx42.mean,NOx42.std,NOx504.mean,NOx504.std,NOx672.mean,NOx672.std,NOx84.mean,NOx84.std,O3168.mean,O3168.std,O342.mean,O342.std,O3504.mean,O3504.std,O3672.mean,O3672.std,O384.mean,O384.std,Pamb0.mean,Pamb0.std,PAR.mean,PAR.std,PTG.mean,PTG.std,RGlob.mean,RGlob.std,RHIRGA168.mean,RHIRGA168.std,RHIRGA336.mean,RHIRGA336.std,RHIRGA42.mean,RHIRGA42.std,RHIRGA504.mean,RHIRGA504.std,RHIRGA672.mean,RHIRGA672.std,RHIRGA84.mean,RHIRGA84.std,RPAR.mean,RPAR.std,SO2168.mean,SO2168.std,SWS.mean,SWS.std,T168.mean,T168.std,T42.mean,T42.std,T504.mean,T504.std,T672.mean,T672.std,T84.mean,T84.std,UV_A.mean,UV_A.std,UV_B.mean,UV_B.std,CS.mean,CS.std
291,-1.169431383224359,1.5868926494884028,-1.1585290470998992,1.687638838632012,-1.0890397002280838,1.171396218912741,-1.152801942289772,1.7940235000143196,0.6955913367605908,0.49899912825573134,1.126509615982989,0.4645494746011524,1.1139736401074485,0.4188920110100656,1.1374085363749444,0.5592729050307091,1.106088385457085,0.39458907490595374,1.1052978360789452,0.3254464365882419,1.1257270486101172,0.5130529752708554,0.8817724773513642,0.5625688928950446,-0.18261874248717264,-0.4031251539620227,-0.20334715582847637,-0.3756726816731505,0.18135065657994975,0.2979663069192186,-0.17398106100697155,-0.38977830222378396,-0.17596256425913945,-0.3880640386764018,-0.1923386269416121,-0.37744138872909555,-0.08882014278791502,-0.48216164658333344,-0.08519007617722897,-0.4381460651070369,-0.00902719793776255,-0.3377893135249838,-0.07657852858922219,-0.4358591317258165,-0.0667229363029497,-0.44878461400699676,-0.09465324752198405,-0.5168143815394289,-0.31052206862656623,-0.20676285942696826,-0.3372730109125371,-0.22043023979477974,-0.29429544811356345,-0.1811848791904953,-0.2916163883732821,-0.21016102163524322,-0.3114733163040205,-0.18920517415762242,0.9839244072341953,0.033840263116385834,0.7377504686367355,0.5383583673867958,0.12745821255905415,0.36549164692970876,0.765352715840333,0.6439922442618297,-0.8052460201062541,-0.1992946754472983,-0.8201628781488088,-0.2341213351114935,-0.8249414227918008,-0.15315041524180767,-0.8234694984474612,-0.2377804246087579,-0.8455417033350274,-0.29063749502776315,-0.8133718585272792,-0.17434739260382975,0.08980515734487862,0.0005876580654129743,-0.15591674504802636,-0.30486171508104265,0.5587567990961324,-0.4982866759489894,1.228586329007353,0.69645516150659,1.2379607228048835,0.7019938199203124,1.2340396166036927,0.7061662256421231,1.2484683357903272,0.6922393545586726,1.2313884727217215,0.6968540271930544,0.8686219486334853,0.6769477197171166,1.0077857533071608,0.8310789816155798,0.4676550457136687,-0.11019448772479516
417,0.2759400746506034,1.0441487301491703,0.26890619885772254,0.9649607853699599,0.3723921967661343,0.8104178983807467,0.26358418149735524,1.0279465063987692,-0.12561815833028545,0.37600476912228203,1.7483685150351824,-0.195940593877112,1.7760972565826776,-0.07293608873532867,1.6918483599179945,-0.3951186636916023,1.7941848727618217,-0.03475730640132221,1.8049373381160043,-0.02650259206513373,1.716666418004236,-0.31609967812096074,0.12955549727090637,0.24604800969242416,-0.16566788430413193,-0.37691966069202726,-0.14646520565559995,-0.3688627580410613,-0.15231084698102845,-0.3861341912172095,-0.14874804931831936,-0.39133663170480043,-0.12486849595766007,-0.41701498601790316,-0.16695400001509328,-0.35954295146899895,-0.44695725530498454,-0.2461910713744999,-0.43796657961630453,-0.1699320989365316,-0.4771278853329865,-0.3367439737946143,-0.4296553477260116,-0.0899237684144038,-0.42606369295880436,-0.07927377449579358,-0.46087496633109776,-0.3303062233810566,-0.5128403976591226,0.4090305504829926,-0.5174569648258405,0.3978797843816456,-0.44145218506645345,0.2749892763057493,-0.41717209788567505,0.20968875333927076,-0.5530206092084488,0.4440404232348356,0.41425030963455634,-0.7881653555617945,-0.059730098092499836,0.4278207514950549,-0.7603376156426385,-0.5330591762971034,-0.3628150121804201,0.3806542801820491,0.40148454736494976,-0.2708817751220112,0.4306119805494342,-0.27401091121028087,0.34717149635808325,-0.35513555469705893,0.46088084206837526,-0.2719822714841464,0.4796424119435074,-0.25758786689991175,0.35900480743653096,-0.29833813521432295,-0.539804927294798,-0.13092235671605967,-0.0997594759852531,0.4052007891890587,-0.7683792747689344,-0.3627725701468953,0.9218856375891418,-0.6682561792892333,0.9386228835173548,-0.6784700987705081,0.9071795630788885,-0.6993922746281659,0.9013641540632786,-0.6733289623924047,0.9349593490761903,-0.6557995696530302,0.0820416989387375,0.42918210763680087,0.4987738849978608,0.6720775925071069,0.7445316710445766,0.5623387429817533
94,-1.1318387771374976,-0.9891472395751202,-1.139825776605755,-0.9998203091326936,-1.229141136507836,-0.9148140347095801,-1.1378175642229307,-1.0176930711337269,-1.376159656362837,-1.4228566663738065,-0.9718381665967208,-1.1019165924862993,-0.9668232574494453,-1.0979899855864241,-0.9835412367979879,-1.1193455588224395,-0.9643233070070857,-1.0872823097536706,-0.9681001335008231,-1.0867868389713493,-0.9777819147510534,-1.1078735596501486,-1.5278699136030822,-1.3986595030538094,-0.2711612860393425,-0.3505492497740719,-0.23894050976598688,0.4032973840768877,-0.23569559486470437,-0.27465199167049736,-0.2851406155727636,-0.07587230449348548,-0.271501621416203,-0.4703523078426174,-0.26068185328223914,-0.1690858866590869,-0.5494730109338476,-0.6434500950776999,-0.5520163877225527,-0.7345746964484894,-0.5223317977893874,-0.32817745195331305,-0.5438090268280797,-0.6455537145774402,-0.5418390935250128,-0.7623938386792106,-0.5374303028038008,-0.6265228226452658,0.31173955628209427,-1.4403160766836176,0.4183347532646278,-1.4647906083004343,0.23768213307672462,-1.4250872854128245,0.22369063399613082,-1.416752210194324,0.36757751269205113,-1.4287289014640296,-2.854746611585353,-0.8219750267969161,-1.3501530850867103,-1.4077984951411247,-0.06753318392715085,-1.3670359530532226,-1.3785798485694916,-1.5712582349868902,1.279380470584095,-1.4742146870924124,1.3100681981861126,-1.4663410927415004,1.2353471529224427,-1.4801662938847175,1.3302652814854683,-1.4482531315956904,1.3183972347981483,-1.4340216915994997,1.2628902851823,-1.4882317846560538,-0.7954251087981484,-1.125098139874379,-0.618869749422927,-0.6647374700107714,0.22507477967975048,-0.4803861930243614,-1.361429421955229,-1.4863600281851879,-1.3538450733948872,-1.4752297904742164,-1.3753941471818438,-1.4548680892499457,-1.3819080814433913,-1.4450449022702347,-1.361316769912458,-1.496026447194849,-1.4127004369628897,-1.407065646943747,-1.2878294026728154,-1.2688223527332085,-1.2588977526488376,-0.9881051755144019
195,0.100324617889558,1.751629004063009,0.114582165480745,1.861676793114154,0.08072536204334868,1.1382151353261336,0.10892052029402452,1.8772147876167682,0.6027815970385436,0.8396891188185422,2.281340636665813,1.9433585010857575,2.3131426024957413,2.042283128468102,2.223327085257856,1.809610920080981,2.3351679042169087,2.0783311852970017,2.3507410419335364,2.0938544047040315,2.2479747043058795,1.852226519411195,0.389816653520951,0.7960415517591517,-0.22671438802168017,-0.06444162939475008,-0.2351388519846678,0.0204412984259924,-0.25667174936349774,-0.21248176111971775,-0.23715689876368434,0.025234684017303274,-0.2594904578661784,-0.03056555387724229,-0.25769241379640423,-0.15746810986284282,-0.58426367532278,-0.3215473578612942,-0.5922075710072539,-0.2824759730184453,-0.5979343323366603,-0.3073910493755402,-0.5797330051999025,-0.23808135232494845,-0.5731697765731983,-0.2742911373751575,-0.593260260729551,-0.3423626549103484,1.2441517295429254,2.9005680865499013,1.242438533003186,2.518802257173265,1.2292536130937113,2.994751792804288,1.25247063162912,2.9925641244821946,1.227020293766074,2.7975744736657053,-0.19615749862784873,1.5904626433228546,0.7604059482941088,0.9519647820371179,-0.36850636457703695,-0.21535424473708217,0.43577734681639435,0.8103811251665276,-0.6446943887450269,0.4077854710381771,-0.6194667864333646,0.42471480851186666,-0.701556898514549,0.34890935600467715,-0.6042613271706425,0.42270117107219274,-0.6017460576853684,0.3994034570081548,-0.6732724900574136,0.4187178117148106,-0.046688238086923795,0.19405587231679888,-0.13270201923477845,-0.22947025690464903,0.16675411099771453,-0.5020784508149667,1.6424490700693728,1.104024372303158,1.6516748004905968,0.9169170864281989,1.6418345082475765,1.235290348583323,1.6484283757631335,1.2715629423031345,1.6487044456191948,1.017227881405009,0.8255849734668154,0.9943972583337582,1.1354055056240895,1.269726275448731,1.1336594810292526,0.5386925267588561
4,0.0061454471517740855,1.331489739511671,-0.000347279061460294,1.483365408726137,-0.03961601040833234,0.724226627555076,0.009713948483634247,1.6912721963723616,-0.9921189390788345,-1.016811105585071,-0.12596189433583024,-0.08337375675523946,-0.11973192596277325,-0.09850041307790296,-0.1541059540230382,-0.08972440078858859,-0.10636428702608915,-0.15992129519263437,-0.10208166122827733,-0.1970140008434134,-0.1414794750577584,-0.055465667264083716,-0.79187963283834,-0.9875052399749912,2.0736442343315713,7.471506035396393,2.156719526458393,8.699618450909817,1.8594074406607561,4.822432387327285,2.3021883268112915,9.267550912803557,2.4323856814800666,9.854394445952986,2.023301753886751,6.610125240114593,2.2312533170609545,5.831969101501507,2.265298589957759,5.638738968027705,2.151368724901316,3.5048585434021646,2.3189991383134023,5.451909779407614,2.344811124779623,5.893078527055603,2.203383742975727,5.545453111976065,-0.7533586921049489,3.074487688324043,-0.700460295486238,2.6106713586076182,-0.8156548903008417,3.3980368210377807,-0.8453262915986995,3.550956824908641,-0.7184630323118781,2.879770850345543,-0.052742861501405496,-0.8934912682799262,-0.9476478305113055,-0.9745527400727674,-0.15615195902774887,-0.6688936926120143,-1.0425415299286485,-1.2004235786418314,1.165208382520434,0.044644288756708284,1.129222065496777,0.030774368829258204,1.0872063831366188,-0.07911570738992199,1.1661281348976056,-0.011816282176351164,1.215666165944729,-0.03638521324761025,1.1178872088675895,0.016866104018680973,-0.5691710317295496,-0.7119801308522791,0.10350916018383481,0.3489293554127639,0.2557466508175508,-0.00640418118177478,-0.41418878260315195,-1.323003830763506,-0.39301638201416045,-1.3142880177136498,-0.410387646679084,-1.315559648618871,-0.42804231570111256,-1.2992326728527799,-0.4024271680667281,-1.30655180483526,-0.902663381931593,-0.8646227314553572,-0.708416167111706,-0.6766069487456726,0.25936939985715407,0.7493810616578123
281,-0.5405490769886648,-0.8968688398322621,-0.5394100912054967,-0.906281931365981,-0.6084704156100297,-0.8401993170386575,-0.5331848315047558,-0.913486195500321,0.5308013914403631,0.1565536781592441,-0.47387429017620925,-0.4634217747407129,-0.46433808011038763,-0.44766297819933665,-0.49088695844796504,-0.5183847932445428,-0.45967975040573394,-0.4459044535102358,-0.45512861180170744,-0.4427339357962807,-0.48606385358649,-0.4844653507340011,0.2857271479859959,0.18587476443207632,-0.2787709806124714,-0.5600305117368036,-0.2724837874056731,-0.5773800797288633,-0.2757417134534668,-0.4783347420237292,-0.2727934258176547,-0.5780949572018649,-0.2843056467619255,-0.5748028253469321,-0.24574344315314028,-0.466510675529457,-0.42919622474342634,-0.6365975562635692,-0.4249866231470946,-0.6721868033732671,-0.4355097916360522,-0.5730466494800015,-0.42306364017020387,-0.6524992831804856,-0.41759601454653145,-0.6802747906620704,-0.42423044610893934,-0.7205897081422692,1.1230209207285218,-1.0087510547857081,1.203439426135548,-1.094161432428997,1.0387790812230442,-0.976202215390233,1.0064269696616852,-0.9641773861857078,1.1598926355423236,-1.0532984287774871,-0.16636918033243905,-0.7084291799237894,0.5478135332334296,0.19388192968116374,-0.817672499675577,-0.5775801512681499,1.1557268068392876,0.7120020497119874,-0.3343649726433727,0.7904390507152202,-0.3214350209220308,0.8218072966844853,-0.4093435879162627,0.6291072088944338,-0.27902980448925224,0.8639651608405752,-0.22088818547276037,0.9469139216035765,-0.3928146214525139,0.6979876578179711,1.896190979715397,1.6838504428580507,-0.41433999011216555,0.30839169179136355,0.6062064361142933,-0.4905405888743562,-0.14798159298346547,0.13475832865207726,-0.1361342042048852,0.011767868333016698,-0.16149028759239167,0.2207835033719179,-0.1824650876847282,0.28690192125610814,-0.13537285965486057,0.06527125160983752,0.43986557109465246,0.12421010366135024,-0.19062490580983313,-0.31885688464348205,-1.2318666483241842,-0.9509362658547393
399,-1.1266358437259822,0.4286950258515386,-1.1640912952436504,0.5711325506177982,-0.8381918543900359,1.3927429267177454,-1.1967858737549255,0.4905422273265642,0.8197059564964413,0.8792057083143565,0.6325722561997873,-0.289462274494369,0.6366257713481697,-0.2064485585661137,0.6492950559303957,-0.22815731027914068,0.6313314249165746,-0.03551224680135963,0.6239483704299971,0.15603036430765566,0.6387660640704746,-0.22770217721960612,0.7889822084889316,1.061744634726125,-0.3089394413363703,-0.46948744536720455,-0.3009170340119276,-0.48119359994460026,-0.30247558775855715,-0.41061938390816666,-0.30087538326899277,-0.4741337720222638,-0.30970888764782206,-0.47260495336472674,-0.28409781115960164,-0.3862390568334739,-0.4403174696114686,-0.7358740500959969,-0.44094861034522964,-0.7057139269491637,-0.44487883574352866,-0.5810596686635051,-0.44273257661142745,-0.6915664944741181,-0.44261177281877556,-0.7108475673315379,-0.4429698893387573,-0.7463062692573954,0.10327475478279506,-0.24465338499848233,0.06717211518661832,-0.02828472800706546,0.06576838084373268,-0.29117988427978464,0.06459950407823421,-0.34782863717729257,0.07458095703642309,-0.06000516568036279,0.47820723591963493,0.12195323587454442,0.912518156592224,0.9616339714634663,-0.10054657877778028,1.359294875655458,0.8113149805434623,0.8974128933250759,-1.7255682174899731,-0.37634572274686107,-1.7044292702423252,-0.5126193238311356,-1.7484583339402278,-0.025275663102328948,-1.7076373429560743,-0.6559880244424012,-1.7203114833909763,-0.8044119727323218,-1.7305252563772606,-0.11333247241770962,0.30001875661119765,0.42666082288656726,-0.3586320408295789,-0.5828119596235605,0.2887136643696972,-0.5052219829921168,1.6280593106833112,1.1332674753402707,1.6213591068087327,1.299696021413684,1.6266983975445168,0.9276493995496538,1.643512299223316,0.8137603894072787,1.6274048872856766,1.3093970572851237,0.984360327974229,0.8774613035427956,1.2667901534555308,1.1501341611493778,0.8221592229776495,-0.4419180832170076
267,-1.0656832948138184,-0.15909796479813346,-1.0372460143294864,-0.17437577635867693,-1.0463866392065346,0.11524673875512004,-1.0083670158204106,-0.13337806906124514,0.69579620329145,0.5965899712091101,0.005380713931384859,-0.3180930530195447,-0.007922263384039435,-0.2325848858843765,0.026358168954566667,-0.22811561563711166,-0.011179249172840322,-0.20612667228101772,-0.013702461021128588,-0.20179961342184627,0.019663829631421017,-0.28840734972118326,0.48822126008540573,0.6443275763945416,-0.28680821601602907,-0.38424493824129885,-0.28188732430584384,-0.40706375592528327,-0.25488137767516555,-0.21354256506914768,-0.3054952254402279,-0.38399583514301083,-0.31160149379594676,-0.42540344243452155,-0.2851743509330356,-0.3484646853391613,-0.743622632055287,-0.583201540934513,-0.7399055569099183,-0.5607673139031157,-0.7610270504419411,-0.4740094700329063,-0.7259395288975407,-0.5358756936019125,-0.7293476855404076,-0.5747642325765556,-0.7400273676361009,-0.6148148910754195,-0.605552511264398,-0.5828564462143674,-0.6590058943475443,-0.018928331084350665,-0.6095796407329628,-0.5508757628666123,-0.607115495088307,-0.5228589578946835,-0.6525254030030082,-0.3739893587644001,0.024988933108849025,-0.5536556574815709,0.6372664568764819,0.5679661061983003,-0.3676831811785849,0.16523733949335614,0.6587663965054895,0.41344294641463347,-0.5590840337780885,0.40820466184100246,-0.5748003879274202,0.5031976211733384,-0.4465246967183683,0.5896014824958171,-0.5656589572791734,0.5790794385910075,-0.5588427999264286,0.6464067374363739,-0.48616390611079546,0.49584165437284666,0.22740623829479126,0.15389688595578901,-0.6051736257952384,-0.5668353384468696,0.32884110256181315,-0.5015933725151042,0.3819997150507612,0.11704418313122583,0.34548537398001383,0.20120185511389108,0.37487374825572656,0.25666670435833294,0.3711884040135808,0.3342883952238364,0.3586911402704835,0.17590785346388693,0.44301650846027196,0.2307817311765569,0.734617179905508,0.4633222090428069,-0.9085579564469026,-0.41885981717982873
59,-1.004859502737594,1.296668694065845,-1.0082934824399863,1.3194486306263513,-0.9490819671579842,1.020270785638783,-1.008272126384141,1.3821936398324284,0.688957817960609,0.5293420288325731,0.6485878708925935,1.510696516087892,0.6476687513311887,1.6185889444820478,0.6705150145732979,1.324959237889901,0.6498341036713938,1.5946237369435112,0.6379211026161129,1.6499969835340387,0.6530845312779611,1.4616794106409174,0.8364860850590093,0.6443083380450471,-0.09833439075889225,-0.17849725986582052,-0.08765952181049097,-0.04854357705464405,0.4111017569964392,0.4493240309695681,-0.08100002945787599,-0.08658246851354041,-0.06060459415566863,-0.12043784742153546,-0.06936774647129669,-0.20873381292571042,0.23867861920643857,0.16801798614212232,0.2522337582326428,0.2102275342488361,0.3370954954167102,0.07101639361939768,0.254911088276825,0.1993541237425058,0.2688600491262269,0.2606185080977536,0.23059917688010828,0.12037576941132606,0.4466794024720921,1.5535497047870261,0.36528894009799134,1.5330591852400604,0.46921376251035923,1.3061333245915652,0.5018291963549188,0.995538731680872,0.4284653036236841,1.5677683674900182,0.3685493992419965,1.161376180506693,0.7496876615184358,0.5884275881029823,0.08251701366028225,0.44907362215085217,0.7504899900456876,0.48087036468962646,-0.8154861749154102,1.1638570950464087,-0.8240379449547133,1.1519034372838084,-0.7684216280710023,1.239628184545548,-0.8272264228318202,1.108852565017447,-0.8456285475308387,1.0865638682435326,-0.7918890532049705,1.2206815670624427,0.051874064001154865,-0.06034026551229586,-0.22749143382644396,-0.3628069176204004,0.5373725539127091,-0.5027113287396646,0.9887766749493903,0.4895979122096204,0.9769953588346758,0.697774341764595,0.9945433724463213,0.44893927778455756,1.0021601135554525,0.4532422844303306,0.981235928867007,0.6087258967358916,0.9205965916484581,0.7959081745669202,0.8244983122337393,0.7860893476145051,0.1663466530969638,-0.01501156082466402
10,-0.6245077714635459,1.0943085170048439,-0.6684007929780436,0.943261470575303,-0.5708126435618199,1.1349378389891183,-0.6974754876270165,0.8910849146946295,0.9219826305113067,1.8273092545536256,1.4931184496544823,4.974557498062739,1.484414022656151,4.8032810025837005,1.4987720612275603,5.335534298570003,1.476196579459901,4.680185079618234,1.4784538311903204,4.62000816500171,1.4926896428344147,5.154686952742704,1.1741645992764198,1.5431488207930417,-0.3159283650555705,-0.3473868226227053,-0.3227939857728416,-0.3601295150689626,-0.2935241264198351,-0.29210703816873096,-0.3557310471991881,-0.37941971242446454,-0.3271250836591624,-0.37409853382304004,-0.2975518750279913,-0.2895982422549386,0.3834210421327801,0.9385322129761242,0.39112560804284086,0.9673517623478544,0.34083655394233314,0.4048738383756249,0.3852407397120314,0.9216746604669397,0.3951318449401309,0.9853713001835224,0.3693187239180622,0.8415404095215823,1.1515521966403055,0.2640052113769239,1.0128272622089909,0.14766536052920196,1.2466504967327132,0.6406844445159299,1.2175672922148257,0.7439226369041121,1.102083659319526,0.058172327382786694,-0.03721089683276435,0.1451524894349015,0.839460953090543,1.7100017849878855,-0.028777472383525862,0.1696610837227015,0.5411936200959885,1.761893928991521,-0.14789174772892574,1.8735264122805966,-0.2112747986344174,1.7443576985230524,-0.12097027866134277,2.0620425698381757,-0.21615773390686116,1.6780580397171265,-0.2042766504197696,1.684644701676581,-0.12122186374370497,1.9812877563607496,-0.006694411412381634,0.7624433331074101,-0.021550149447322614,1.113336999323229,0.09581418100282602,0.6550909656967602,1.0570528771688443,-0.35994114282470646,1.0662469556154335,-0.1484674190848232,1.0732645590083054,-0.5530418987669042,1.0673590025685389,-0.5718653928242595,1.0543366129368619,-0.2559096381444901,0.925305709451091,1.7444737292717445,1.5179894927492235,2.2134020480670444,1.9861079161948523,5.871210382259851
